Файл полученный данным скриптом

BL ASCII
#Hdr
CreatedBy:	
CreationDate:	14.08.2024 09:53:26
SampleID:	3Ддодекан100грнаф720в2.5рро
SampleInfo:	
Technique:	FL
InstType:	LS55
InstID:	79406
Version:	F1
Fixed Wavelength [nm]:	290.0
Emission Slit Width [nm]:	2,5
Excitation Slit Width [nm]:	2,5
Method:	Scan
Flash Rate:	1
Cycle Time [ms]:	
Gate Time [ms]:	1,00
Delay Time [ms]:	10,00
Scan Speed [nm/min]:	150
Instrument Mode:	Fluorescence
Monochromator:	Emission
Monochromator Qualifier:	CW
Filter Position:	7
Filter Wheel:	Fitted
Lamp:	ON
TD Emission Wavelength:	280
TD Excitation Wavelength:	310
Polarizers:	Fitted
Emission Polarizer:	clear
Excitation Polarizer:	clear(auto cutoff on)
Cycle Time [ms]::	20
#Data
WL[nm]	_[#]	
280,0	0,0000	
280,5	0,0000	
281,0	0,0000	
281,5	0,0000	
282,0	0,0000	
282,5	0,0000	
283,0	0,0000	
283,5	0,0000	
284,0	0,0000	
284,5	0,0000	
285,0	0,0000	
285,5	0,0000	
286,0	0,0000	
286,5	0,0000	
287,0	0,0000	
287,5	0,0000	
288,0	0,0000	
288,5	0,0000	
289,0	0,0000	
289,5	0,0000	
290,0	0,0000	
290,5	0,0000	
291,0	0,0000	
291,5	0,0000	
292,0	0,0000	
292,5	0,0000	
293,0	0,0000	
293,5	0,0000	
294,0	0,0000	
294,5	0,0000	
295,0	0,0000	
295,5	0,0000	
296,0	0,0000	
296,5	0,0000	
297,0	0,0000	
297,5	0,0000	
298,0	0,0000	
298,5	0,0000	
299,0	0,0000	
299,5	0,0000	
300,0	0,0000	
300,5	0,0000	
301,0	0,0000	
301,5	0,0000	
302,0	0,0000	
302,5	0,0000	
303,0	0,0000	
303,5	0,0000	
304,0	0,0000	
304,5	0,0000	
305,0	0,0000	
305,5	0,0000	
306,0	0,0000	
306,5	0,0000	
307,0	0,0000	
307,5	0,0000	
308,0	0,0000	
308,5	0,0000	
309,0	0,0000	
309,5	0,0000	
310,0	0,0000	
310,5	0,0000	
311,0	0,0000	
311,5	0,0000	
312,0	0,0000	
312,5	0,0000	
313,0	0,0000	
313,5	0,0000	
314,0	0,0000	
314,5	0,0000	
315,0	0,0000	
315,5	0,0000	
316,0	0,0000	
316,5	0,0000	
317,0	0,0000	
317,5	0,0000	
318,0	0,0000	
318,5	0,0000	
319,0	0,0000	
319,5	0,0000	
320,0	0,0000	
320,5	0,0000	
321,0	0,0000	
321,5	0,0000	
322,0	0,0000	
322,5	0,0000	
323,0	0,0000	
323,5	0,0000	
324,0	0,0000	
324,5	0,0000	
325,0	0,0000	
325,5	0,0000	
326,0	0,0000	
326,5	0,0000	
327,0	0,0000	
327,5	0,0000	
328,0	0,0000	
328,5	0,0000	
329,0	0,0000	
329,5	0,0000	
330,0	0,0000	
330,5	0,0000	
331,0	0,0000	
331,5	0,0000	
332,0	0,0000	
332,5	0,0000	
333,0	0,0000	
333,5	0,0000	
334,0	0,0000	
334,5	0,0000	
335,0	0,0000	
335,5	0,0000	
336,0	0,0000	
336,5	0,0000	
337,0	0,0000	
337,5	0,0000	
338,0	0,0000	
338,5	0,0000	
339,0	0,0000	
339,5	0,0000	
340,0	0,0000	
340,5	0,0000	
341,0	0,0000	
341,5	0,0000	
342,0	0,0000	
342,5	0,0000	
343,0	0,0000	
343,5	0,0000	
344,0	0,0000	
344,5	0,0000	
345,0	0,0000	
345,5	0,0000	
346,0	0,0000	
346,5	0,0000	
347,0	0,0000	
347,5	0,0000	
348,0	0,0000	
348,5	0,0000	
349,0	0,0000	
349,5	0,0000	
350,0	0,0000	
350,5	0,0000	
351,0	0,0000	
351,5	0,0000	
352,0	0,0000	
352,5	0,0000	
353,0	0,0000	
353,5	0,0000	
354,0	0,0000	
354,5	0,0000	
355,0	0,0000	
355,5	0,0000	
356,0	0,0000	
356,5	0,0000	
357,0	0,0000	
357,5	0,0940	
358,0	0,0480	
358,5	0,0960	
359,0	0,1430	
359,5	0,0480	
360,0	0,1910	
360,5	0,1910	
361,0	0,3350	
361,5	0,4300	
362,0	0,5220	
362,5	0,4310	
363,0	0,3370	
363,5	0,5770	
364,0	0,8160	
364,5	0,4820	
365,0	0,7670	
365,5	0,3830	
366,0	0,6250	
366,5	0,8660	
367,0	0,5270	
367,5	0,2890	
368,0	0,4310	
368,5	0,9600	
369,0	0,7210	
369,5	0,4800	
370,0	0,7230	
370,5	0,4280	
371,0	0,7680	
371,5	0,7680	
372,0	0,9090	
372,5	0,6760	
373,0	0,7690	
373,5	0,4800	
374,0	0,8640	
374,5	0,8170	
375,0	0,7680	
375,5	0,8150	
376,0	0,7120	
376,5	0,9630	
377,0	0,7650	
377,5	0,6730	
378,0	0,7190	
378,5	0,7690	
379,0	0,4780	
379,5	1,0500	
380,0	0,8590	
380,5	0,7650	
381,0	0,6710	
381,5	0,6240	
382,0	0,4780	
382,5	0,7680	
383,0	0,8190	
383,5	0,7620	
384,0	0,6680	
384,5	0,7590	
385,0	0,9080	
385,5	0,6180	
386,0	0,8120	
386,5	0,5260	
387,0	0,8600	
387,5	0,6210	
388,0	0,5270	
388,5	0,5760	
389,0	0,9070	
389,5	0,7630	
390,0	0,6700	
390,5	0,5760	
391,0	0,6200	
391,5	0,4750	
392,0	0,4760	
392,5	0,4310	
393,0	0,5770	
393,5	0,5270	
394,0	0,4260	
394,5	0,4780	
395,0	0,3790	
395,5	0,3350	
396,0	0,5220	
396,5	0,4760	
397,0	0,4800	
397,5	0,2870	
398,0	0,2850	
398,5	0,3810	
399,0	0,5710	
399,5	0,4800	
400,0	0,5250	
400,5	0,3350	
401,0	0,2370	
401,5	0,2380	
402,0	0,2370	
402,5	0,1920	
403,0	0,2390	
403,5	0,1910	
404,0	0,3330	
404,5	0,1910	
405,0	0,3330	
405,5	0,3350	
406,0	0,2880	
406,5	0,1920	
407,0	0,0940	
407,5	0,1420	
408,0	0,1910	
408,5	0,1910	
409,0	0,0470	
409,5	0,1430	
410,0	0,1900	
410,5	0,0950	
411,0	0,1430	
411,5	0,0950	
412,0	0,1440	
412,5	0,0950	
413,0	0,0000	
413,5	0,0950	
414,0	0,1430	
414,5	0,1900	
415,0	0,0470	
415,5	0,0000	
416,0	0,0950	
416,5	0,0470	
417,0	0,0480	
417,5	0,0480	
418,0	0,0950	
418,5	0,0000	
419,0	0,0480	
419,5	0,0000	
420,0	0,0000	
420,5	0,0000	
421,0	0,0470	
421,5	0,0000	
422,0	0,0470	
422,5	0,0470	
423,0	0,0000	
423,5	0,0000	
424,0	0,0000	
424,5	0,0470	
425,0	0,0470	
425,5	0,0000	
426,0	0,0000	
426,5	0,0000	
427,0	0,0000	
427,5	0,0000	
428,0	0,0000	
428,5	0,0000	
429,0	0,0000	
429,5	0,0000	
430,0	0,0000	
430,5	0,0000	
431,0	0,0000	
431,5	0,0000	
432,0	0,0000	
432,5	0,0000	
433,0	0,0000	
433,5	0,0000	
434,0	0,0000	
434,5	0,0000	
435,0	0,0000	
435,5	0,0000	
436,0	0,0000	
436,5	0,0000	
437,0	0,0000	
437,5	0,0000	
438,0	0,0000	
438,5	0,0000	
439,0	0,0000	
439,5	0,0000	
440,0	0,0000	
440,5	0,0000	
441,0	0,0000	
441,5	0,0000	
